Peak ,Name ,Yr/Seas ,Date ,Time ,Citizenship ,Sex ,Age ,Oxy ,Dth ,Host 
EVER,Dimitar Ilievski,1989 Spr,10-May,17:30,Yugoslavia,M,35,Y,Y,Nepal
EVER,"Ajiwa Sherpa (Thami, Khumbu)",1989 Spr,10-May,17:30,Nepal,M,35,Y,.,Nepal
EVER,"Sonam Tshering Sherpa (Beding, Dolakha)",1989 Spr,10-May,17:30,Nepal,M,29,No,.,Nepal
EVER,"Dawa Norbu (Ang Danu) Sherpa (Khunde, Khumbu)",1989 Spr,16-May,15:30,Nepal,M,29,Y,.,Nepal
EVER,"Phu Dorje Sherpa (Pangboche, Khumbu)",1989 Spr,16-May,15:30,Nepal,M,26,Y,Y,Nepal
EVER,Ricardo Torres Nava,1989 Spr,16-May,15:30,Mexico,M,34,Y,.,Nepal
EVER,Adrian (Aid) Burgess,1989 Spr,24-May,7:00,UK,M,40,Y,.,Nepal
EVER,"Lhakpa Nuru (Ang Lhakpa) Sherpa (Khunde, Khumbu)",1989 Spr,24-May,7:00,Nepal,M,25,Y,.,Nepal
EVER,"Sonam Dendu (Sona Dendu) Sherpa (Khumjung, Khumbu)",1989 Spr,24-May,7:00,Nepal,M,28,Y,.,Nepal
EVER,Roderick (Roddy) MacKenzie,1989 Spr,24-May,7:30,Australia,M,27,Y,.,Nepal
EVER,Eugeniusz (Genek) Chrobak,1989 Spr,24-May,20:00,Poland,M,49,Y,Y,Nepal
EVER,Andrzej Marciniak,1989 Spr,24-May,20:00,Poland,M,30,Y,.,Nepal
EVER,Carlos Miguel Carsolio Larrea,1989 Aut,13-Oct,12:30,Mexico,M,27,No,.,Nepal
EVER,Kwang-Je Cho,1989 Aut,13-Oct,12:30,S Korea,M,25,Y,.,Nepal
EVER,Toichiro Mitani,1989 Aut,13-Oct,12:30,Japan,M,33,Y,.,Nepal
EVER,Hiroshi Ohnishi,1989 Aut,13-Oct,12:30,Japan,M,27,Y,.,Nepal
EVER,"Chuldim (Chuldim Dorje) Sherpa (Khumjung, Khumbu)",1989 Aut,13-Oct,12:30,Nepal,M,25,Y,.,Nepal
EVER,"Tchiring Chumbi (Tchiring Thebe) Sherpa (Nupri (Gorkha), Gandaki Zone)",1989 Aut,13-Oct,12:30,Nepal,M,36,Y,.,Nepal
EVER,Atsushi Yamamoto,1989 Aut,13-Oct,12:30,Japan,M,27,Y,.,Nepal
EVER,Sang-Yong Chung,1989 Aut,23-Oct,12:30,S Korea,M,24,Y,.,Nepal
EVER,"Nima Rita Sherpa (Thami, Khumbu)",1989 Aut,23-Oct,12:30,Nepal,M,31,No,.,Nepal
EVER,"Nurbu Jangbu Sherpa (Ghat, Khumbu)",1989 Aut,23-Oct,12:30,Nepal,M,35,No,.,Nepal
EVER,Top Bahadur Khatri,1990 Spr,23-Apr,17:15,Nepal,M,31,Y,.,Nepal
EVER,"Ang Kami Sherpa (Tsermadingma, Solukhumbu)",1990 Spr,23-Apr,17:15,Nepal,M,38,Y,.,Nepal
EVER,"Ang Rita Sherpa (Yilajung, Khumbu)",1990 Spr,23-Apr,17:15,Nepal,M,41,No,.,Nepal
EVER,"Pasang Norbu/Nurbu Sherpa (Namche Bazar, Khumbu)",1990 Spr,23-Apr,17:15,Nepal,M,35,Y,.,Nepal
EVER,Sergei Anatolievich Arsentiev,1990 Spr,7-May,,USSR,M,31,No,.,China
EVER,Grigori Luniakov,1990 Spr,7-May,,USSR,M,35,No,.,China
EVER,Da Chimi (Da Qimi) ,1990 Spr,7-May,13:13,China,M,32,Y,.,China
EVER,Gyalbu (Jiabu) ,1990 Spr,7-May,13:13,China,M,30,Y,.,China
EVER,Steve Gall,1990 Spr,7-May,13:13,USA,M,32,Y,.,China
EVER,Robert Chandler Link,1990 Spr,7-May,13:13,USA,M,32,Y,.,China
EVER,Mstislav Gorbenko,1990 Spr,8-May,,USSR,M,42,Y,.,China
EVER,Andrei Tselischev,1990 Spr,8-May,,USSR,M,26,No,.,China
EVER,Edmund Karl (Ed) Viesturs,1990 Spr,8-May,,USA,M,30,No,.,China
EVER,Dachung (Daqiong) ,1990 Spr,9-May,,China,M,27,Y,.,China
EVER,Guisang (Kuisang) ,1990 Spr,9-May,,China,F,32,Y,.,China
EVER,"Lhotse (Luoze, Lodue) ",1990 Spr,9-May,,China,M,27,Y,.,China
EVER,Ren Na ,1990 Spr,9-May,,China,M,23,Y,.,China
EVER,Ian Richard Wade,1990 Spr,9-May,,USA,M,43,Y,.,China
EVER,Wangyal (Wangjia) ,1990 Spr,10-May,,China,M,33,Y,.,China
EVER,Ervand Tikhonovich Ilyinski,1990 Spr,10-May,,USSR,M,49,Y,.,China
EVER,Ekaterina Ivanova,1990 Spr,10-May,,USSR,F,27,Y,.,China
EVER,Anatoli Moshnikov,1990 Spr,10-May,,USSR,M,37,No,.,China
EVER,Alexander Tokarev,1990 Spr,10-May,,USSR,M,30,Y,.,China
EVER,Mark Scott Tucker,1990 Spr,10-May,,USA,M,32,Y,.,China
EVER,Peter George (Pete) Athans,1990 Spr,10-May,7:15,USA,M,33,Y,.,Nepal
EVER,Michael F. (Mike) Browning,1990 Spr,10-May,7:15,USA,M,37,Y,.,Nepal
EVER,Dana Quentin Coffield,1990 Spr,10-May,7:15,USA,M,32,Y,.,Nepal
EVER,Brent V. Manning,1990 Spr,10-May,7:15,USA,M,40,Y,.,Nepal
EVER,Glenn Edward Porzak,1990 Spr,10-May,7:15,USA,M,41,Y,.,Nepal
EVER,"Ang Jangbu Sherpa (Phortse, Khumbu)",1990 Spr,10-May,7:15,Nepal,M,28,Y,.,Nepal
EVER,"Da Nuru (Dawa Nuru/Norbu) Sherpa (Phortse, Khumbu)",1990 Spr,10-May,7:15,Nepal,M,30,Y,.,Nepal
EVER,"Nima Tashi Sherpa (Pangboche, Khumbu)",1990 Spr,10-May,7:15,Nepal,M,30,Y,.,Nepal
EVER,Gary Ian Ball,1990 Spr,10-May,8:45,New Zealand,M,37,Y,.,Nepal
EVER,Robert Edwin (Rob) Hall,1990 Spr,10-May,8:45,New Zealand,M,29,Y,.,Nepal
EVER,Peter Edmund Hillary,1990 Spr,10-May,8:45,New Zealand,M,35,Y,.,Nepal
EVER,"Apa (Appa) Sherpa (Thami Og, Khumbu)",1990 Spr,10-May,10:00,Nepal,M,30,Y,.,Nepal
EVER,Rudy Van Snick,1990 Spr,10-May,10:00,Belgium,M,34,Y,.,Nepal
EVER,Timothy John Macartney-Snape,1990 Spr,11-May,9:45,Australia,M,34,No,.,Nepal
EVER,Andrew Atis (Andy) Lapkass,1990 Spr,11-May,10:00,USA,M,32,Y,.,Nepal
EVER,Mikael Reutersward,1990 Spr,11-May,11:00,Sweden,M,25,Y,.,Nepal
EVER,Oskar Khilborg,1990 Spr,11-May,14:00,Sweden,M,26,Y,.,Nepal
EVER,Stewart Alexander (Alex) Lowe,1990 Aut,4-Oct,12:30,USA,M,31,Y,.,Nepal
EVER,Daniel George (Dan) Culver,1990 Aut,4-Oct,14:00,Canada,M,38,Y,.,Nepal
EVER,Yves Adrien Jean Salino,1990 Aut,4-Oct,14:45,France,M,29,Y,.,Nepal
EVER,"Ang Temba Sherpa (Beding, Dolakha)",1990 Aut,5-Oct,10:30,Nepal,M,31,Y,.,Nepal
EVER,Hooman Nmi Aprin,1990 Aut,5-Oct,10:40,USA,M,44,Y,.,Nepal
EVER,Erik Decamp,1990 Aut,5-Oct,12:00,France,M,36,Y,.,Nepal
EVER,"Nawang Thile (Pemba Dorje) Sherpa (Beding, Dolakha)",1990 Aut,5-Oct,12:00,Nepal,M,37,Y,.,Nepal
EVER,"Sonam Dendu (Sona Dendu) Sherpa (Khumjung, Khumbu)",1990 Aut,5-Oct,12:00,Nepal,M,30,Y,.,Nepal
EVER,Marc Batard,1990 Aut,5-Oct,16:50,France,M,38,No,.,Nepal
EVER,Christine Janin,1990 Aut,5-Oct,16:50,France,F,33,Y,.,Nepal
EVER,Pascal Tournaire,1990 Aut,5-Oct,16:50,France,M,31,Y,.,Nepal
EVER,Jin-Young Bok,1990 Aut,6-Oct,6:00,S Korea,M,29,Y,.,Nepal
EVER,Jae-Soo Kim,1990 Aut,6-Oct,6:00,S Korea,M,29,Y,.,Nepal
EVER,Chang-Woo Park,1990 Aut,6-Oct,6:00,S Korea,M,26,Y,.,Nepal
EVER,"Dawa Sange Sherpa (Ghat, Khumbu)",1990 Aut,6-Oct,8:00,Nepal,M,25,Y,.,Nepal
EVER,"Pemba Dorje Sherpa (Pangboche, Khumbu)",1990 Aut,6-Oct,8:00,Nepal,M,29,Y,.,Nepal
EVER,"Babu Chiri (Babu Tshering) Sherpa (Chhulemu, Taksindu, Solukhumbu)",1990 Aut,6-Oct,9:00,Nepal,M,25,Y,.,Nepal
EVER,"Ang Phurba Sherpa (Beding, Dolakha)",1990 Aut,7-Oct,,Nepal,M,42,Y,.,Nepal
EVER,"Nima Dorje (Dorje) Sherpa (Beding, Dolakha)",1990 Aut,7-Oct,,Nepal,M,35,Y,.,Nepal
EVER,Bertrand (Zebulon) Roche,1990 Aut,7-Oct,10:30,France,M,17,Y,.,Nepal
EVER,Jean-Noel Roche,1990 Aut,7-Oct,10:30,France,M,40,Y,.,Nepal
EVER,Alain Joel Desez,1990 Aut,7-Oct,12:10,France,M,30,Y,.,Nepal
EVER,"Phinzo Sherpa (Beding, Dolakha)",1990 Aut,7-Oct,12:30,Nepal,M,0,Y,.,Nepal
EVER,Denis Pivot,1990 Aut,7-Oct,12:40,France,M,31,Y,.,Nepal
EVER,"Lhakpa Rita Sherpa (Thami, Khumbu)",1990 Aut,7-Oct,13:10,Nepal,M,24,Y,.,Nepal
EVER,Andrej Stremfelj,1990 Aut,7-Oct,13:10,Yugoslavia,M,33,Y,.,Nepal
EVER,Marija Stremfelj,1990 Aut,7-Oct,13:10,Yugoslavia,F,33,Y,.,Nepal
EVER,Janez Jeglic,1990 Aut,7-Oct,13:35,Yugoslavia,M,29,Y,.,Nepal
EVER,Rene De Bos,1990 Aut,7-Oct,14:00,Netherlands,M,31,Y,.,Nepal
EVER,Catherine J. Gibson,1990 Aut,7-Oct,14:30,USA,F,35,Y,.,Nepal
EVER,Aleksei Kransnokutsky,1990 Aut,7-Oct,14:30,USSR,M,40,Y,.,Nepal
EVER,"Ang Temba Sherpa (Khunde, Khumbu)",1991 Spr,8-May,9:00,Nepal,M,24,Y,.,Nepal
EVER,"Apa (Appa) Sherpa (Thami Og, Khumbu)",1991 Spr,8-May,9:00,Nepal,M,31,Y,.,Nepal
EVER,"Sonam Dendu (Sona Dendu) Sherpa (Khumjung, Khumbu)",1991 Spr,8-May,9:00,Nepal,M,30,Y,.,Nepal
EVER,Peter George (Pete) Athans,1991 Spr,8-May,10:00,USA,M,34,Y,.,Nepal
EVER,George James Dunn,1991 Spr,15-May,,USA,M,37,Y,.,China
EVER,Andrew James (Andy) Politz,1991 Spr,15-May,,USA,M,31,Y,.,China
EVER,"Ang Dawa Sherpa (Lumsa, Tapting, Solukhumbu)",1991 Spr,15-May,,Nepal,M,26,Y,.,China
EVER,"Gyalbu Sherpa (Beding, Dolakha)",1991 Spr,15-May,,Nepal,M,26,Y,.,China
EVER,"Lhakpa Dorje Sherpa (Khunde, Khumbu)",1991 Spr,15-May,,Nepal,M,35,Y,.,China
EVER,"Mingma Norbu/Nuru Sherpa (Beding, Dolakha)",1991 Spr,15-May,,Nepal,M,20,Y,.,China
EVER,Robert (Bob) Sloezen,1991 Spr,15-May,,USA,M,37,Y,.,China
EVER,Yves Laforest,1991 Spr,15-May,8:35,Canada,M,35,Y,.,Nepal
EVER,Mark Alan Richey,1991 Spr,15-May,8:35,USA,M,33,Y,.,Nepal
EVER,Richard French (Rick) Wilcox,1991 Spr,15-May,9:45,USA,M,43,Y,.,Nepal
EVER,Barry J. Rugo,1991 Spr,15-May,10:05,USA,M,32,Y,.,Nepal
EVER,Eric Robb Simonson,1991 Spr,15-May,12:30,USA,M,36,Y,.,China
EVER,Edmund Karl (Ed) Viesturs,1991 Spr,15-May,14:20,USA,M,31,Y,.,Nepal
EVER,Michael (Mike) Perry,1991 Spr,17-May,,New Zealand,M,35,Y,.,China
EVER,Leopold Sulovsky,1991 Spr,17-May,15:25,Czechoslovakia,M,37,No,.,China
EVER,Battistino (Battista) Bonali,1991 Spr,17-May,15:45,Italy,M,28,No,.,China
EVER,Lars (Lasse) Cronlund,1991 Spr,20-May,15:00,Sweden,M,37,Y,.,China
EVER,Brent T. Okita,1991 Spr,21-May,,USA,M,30,Y,.,China
EVER,Mark Anthony Whetu,1991 Spr,21-May,,New Zealand,M,31,Y,.,China
EVER,"Babu Chiri (Babu Tshering) Sherpa (Chhulemu, Taksindu, Solukhumbu)",1991 Spr,22-May,11:30,Nepal,M,25,Y,.,China
EVER,"Chuldin Temba (Chuldim) Sherpa (Zarok, Khumbu)",1991 Spr,22-May,11:30,Nepal,M,28,Y,.,China
EVER,Ronald Gregory (Greg) Wilson,1991 Spr,24-May,,USA,M,34,Y,.,China
EVER,Junichi Futagami,1991 Spr,27-May,13:00,Japan,M,39,Y,Y,China
EVER,Muneo Nukita,1991 Spr,27-May,13:00,Japan,M,40,Y,.,China
EVER,"Nima Dorje (Dorje) Sherpa (Beding, Dolakha)",1991 Spr,27-May,13:00,Nepal,M,36,Y,.,China
EVER,"Phinzo Norbu (Phinzo) Sherpa (Beding, Dolakha)",1991 Spr,27-May,13:00,Nepal,M,32,Y,.,China
EVER,Jose Antonio (Pepe) Garces Galindo,1991 Aut,6-Oct,,Spain,M,34,Y,.,Nepal
EVER,Francisco Jose (Coque) Perez Laffont,1991 Aut,6-Oct,,Spain,M,31,Y,.,Nepal
EVER,Antonio Ubieto Austern,1991 Aut,6-Oct,,Spain,M,35,Y,.,Nepal
EVER,Rafael Vidaurre Garayo,1991 Aut,6-Oct,,Spain,M,39,Y,.,Nepal
EVER,Anatoli Boukreev,1991 Aut,7-Oct,15:00,USSR,M,33,No,.,Nepal
EVER,Vladimir Sergeevich Balyberdin,1991 Aut,7-Oct,17:30,USSR,M,42,No,.,Nepal
EVER,Roman Giutachvilli,1991 Aut,10-Oct,17:20,USSR,M,40,Y,.,Nepal
EVER,Daniel Lee (Dan) Mazur,1991 Aut,10-Oct,17:20,USA,M,30,Y,.,Nepal
EVER,Kanahiya Lal Pokhriyal,1992 Spr,10-May,16:05,India,M,42,Y,.,Nepal
EVER,Sunil Dutta Sharma,1992 Spr,10-May,16:05,India,M,29,Y,.,Nepal
EVER,Prem Singh,1992 Spr,10-May,16:05,India,M,27,Y,.,Nepal
EVER,Louis M. Bowen,1992 Spr,12-May,,USA,M,43,Y,.,Nepal
EVER,Mohan Singh Gunjyal,1992 Spr,12-May,,India,M,39,Y,.,Nepal
EVER,Skip Horner,1992 Spr,12-May,,USA,M,44,Y,.,Nepal
EVER,"Dawa Temba Sherpa (Thamo, Khumbu)",1992 Spr,12-May,,Nepal,M,26,Y,.,Nepal
EVER,"Gyalzen (Ang Gyalzen) Sherpa (Phurte, Khumbu)",1992 Spr,12-May,,Nepal,M,39,Y,.,Nepal
EVER,Lobsang (Deepak) Sherpa,1992 Spr,12-May,,India,M,24,Y,.,Nepal
EVER,Wangchuk Sherpa,1992 Spr,12-May,,India,M,27,Y,.,Nepal
EVER,Vernon Edward (Vern) Tejas,1992 Spr,12-May,,USA,M,39,Y,.,Nepal
EVER,Santosh Yadav,1992 Spr,12-May,,India,F,24,Y,.,Nepal
EVER,Ingrid M. Baeyens,1992 Spr,12-May,10:30,Belgium,F,36,Y,.,Nepal
EVER,Gary Ian Ball,1992 Spr,12-May,10:30,New Zealand,M,39,Y,.,Nepal
EVER,Yick-Kai Chan,1992 Spr,12-May,10:30,Hong Kong,M,33,Y,.,Nepal
EVER,Edmund Guy Cotter,1992 Spr,12-May,10:30,New Zealand,M,29,Y,.,Nepal
EVER,Randall C. Danta,1992 Spr,12-May,10:30,USA,M,42,Y,.,Nepal
EVER,Doron Meir Erel,1992 Spr,12-May,10:30,Israel,M,32,Y,.,Nepal
EVER,Edward (Ned) Gillette,1992 Spr,12-May,10:30,USA,M,47,Y,.,Nepal
EVER,Robert Edwin (Rob) Hall,1992 Spr,12-May,10:30,New Zealand,M,31,Y,.,Nepal
EVER,Douglas Lyle (Doug) Mantle,1992 Spr,12-May,10:30,USA,M,42,Y,.,Nepal
EVER,"Ang Dawa Sherpa (Lumsa, Tapting, Solukhumbu)",1992 Spr,12-May,10:30,Nepal,M,27,Y,.,Nepal
EVER,"Apa (Appa) Sherpa (Thami Og, Khumbu)",1992 Spr,12-May,10:30,Nepal,M,32,Y,.,Nepal
EVER,"Chuldim Dorje (Ang Dorje) Sherpa (Pangboche, Khumbu)",1992 Spr,12-May,10:30,Nepal,M,27,Y,.,Nepal
EVER,"Sonam Tshering Sherpa (Beding, Dolakha)",1992 Spr,12-May,10:30,Nepal,M,32,Y,.,Nepal
EVER,"Tashi Tshering Sherpa (Pangboche, Khumbu)",1992 Spr,12-May,10:30,Nepal,M,22,Y,.,Nepal
EVER,Sange Muktuk Sherpa,1992 Spr,12-May,11:15,India,M,27,Y,.,Nepal
EVER,Ronald Naar,1992 Spr,12-May,11:30,Netherlands,M,37,Y,.,Nepal
EVER,Edmond Ignatius Oefner,1992 Spr,12-May,11:30,Netherlands,M,33,Y,.,Nepal
EVER,"Dawa Tashi Sherpa (Beding, Dolakha)",1992 Spr,12-May,11:30,Nepal,M,28,Y,.,Nepal
EVER,"Nima Temba Sherpa (Beding, Dolakha)",1992 Spr,12-May,11:30,Nepal,M,32,Y,.,Nepal
EVER,Ivan T. Dusharin,1992 Spr,12-May,11:45,USSR,M,44,Y,.,Nepal
EVER,Alexander Gerasimov,1992 Spr,12-May,11:45,USSR,M,38,Y,.,Nepal
EVER,Ilia Sabelnikov,1992 Spr,12-May,11:45,USSR,M,28,Y,.,Nepal
EVER,Andrei Volkov,1992 Spr,12-May,11:45,USSR,M,31,Y,.,Nepal
EVER,Fedor Konyukhov,1992 Spr,14-May,13:00,USSR,M,40,Y,.,Nepal
EVER,Sergei Penzov,1992 Spr,14-May,13:00,USSR,M,41,Y,.,Nepal
EVER,Evgeni Vinogradski,1992 Spr,14-May,13:00,USSR,M,45,Y,.,Nepal
EVER,Vladimir Zakharov,1992 Spr,14-May,13:00,USSR,M,38,Y,.,Nepal
EVER,Peter George (Pete) Athans,1992 Spr,15-May,,USA,M,35,Y,.,Nepal
EVER,Randy Todd Burleson,1992 Spr,15-May,,USA,M,32,Y,.,Nepal
EVER,Keith Graham Kerr,1992 Spr,15-May,,UK,M,40,Y,.,Nepal
EVER,Hugh W. Morton,1992 Spr,15-May,,USA,M,44,Y,.,Nepal
EVER,"Ang Phuri Sherpa (Sallung (Beni), Solukhumbu)",1992 Spr,15-May,,Nepal,M,35,Y,.,Nepal
EVER,"Dorje (Dorje Lambu, Big Dorje) Sherpa (Thamo, Khumbu)",1992 Spr,15-May,,Nepal,M,26,Y,.,Nepal
EVER,"Lhakpa Rita Sherpa (Thami, Khumbu)",1992 Spr,15-May,,Nepal,M,25,Y,.,Nepal
EVER,"Man Bahadur (Gopal) Tamang (Jaidu, Salleri, Solukhumbu)",1992 Spr,15-May,,Nepal,M,32,Y,.,Nepal
EVER,Christian Garcia-Huidobro Valdivieso,1992 Spr,15-May,10:30,Chile,M,31,Y,.,China
EVER,Rodrigo Hernan Jordan Fuchs,1992 Spr,15-May,11:20,Chile,M,32,Y,.,China
EVER,Francisco Jose (Curro) Gan Pampols,1992 Spr,15-May,11:50,Spain,M,34,Y,.,Nepal
EVER,Alfonso Juez Reoyo,1992 Spr,15-May,11:50,Spain,M,38,Y,.,Nepal
EVER,Ramon Portilla Blanco,1992 Spr,15-May,11:50,Spain,M,34,Y,.,Nepal
EVER,Jonathan C. Pratt,1992 Spr,15-May,12:00,UK,M,33,Y,.,Nepal
EVER,Mauricio Ramon Purto Arab,1992 Spr,15-May,12:00,Chile,M,30,Y,.,Nepal
EVER,"Ang Rita Sherpa (Yilajung, Khumbu)",1992 Spr,15-May,12:00,Nepal,M,43,No,.,Nepal
EVER,"Lhakpa Nuru Sherpa (Kharikhola, Solukhumbu)",1992 Spr,15-May,12:15,Nepal,M,26,Y,.,Nepal
EVER,"Pemba Norbu/Nuru Sherpa (Monjo, Khumbu)",1992 Spr,15-May,12:15,Nepal,M,0,Y,.,Nepal
EVER,Juan Sebastian Montes Porcile,1992 Spr,15-May,13:00,Chile,M,24,Y,.,China
EVER,Juan Maria (Pitxi) Eguillor Ulzurrun,1992 Aut,25-Sep,15:00,Spain,M,44,Y,.,Nepal
EVER,Francisco Jose (Patxi) Fernandez Elizalde,1992 Aut,25-Sep,15:00,Spain,M,32,Y,.,Nepal
EVER,Alberto Inurrategi Iriarte,1992 Aut,25-Sep,15:10,Spain,M,23,No,.,Nepal
EVER,Felix Inurrategi Iriarte,1992 Aut,25-Sep,15:10,Spain,M,25,No,.,Nepal
EVER,Lorenzo Mazzoleni,1992 Aut,28-Sep,14:00,Italy,M,25,Y,.,Nepal
EVER,Mario Luciano Panzeri,1992 Aut,28-Sep,14:00,Italy,M,28,No,.,Nepal
EVER,Giuseppe Petigaz,1992 Aut,28-Sep,14:00,Italy,M,42,Y,.,Nepal
EVER,Pierre Alain Royer,1992 Aut,28-Sep,14:00,France,M,36,Y,.,Nepal
EVER,"Lhakpa Nuru Sherpa (Kharikhola, Solukhumbu)",1992 Aut,28-Sep,14:00,Nepal,M,27,Y,.,Nepal
EVER,Benoit Chamoux,1992 Aut,29-Sep,10:00,France,M,31,Y,.,Nepal
EVER,Oswald Santin,1992 Aut,29-Sep,10:00,Italy,M,30,Y,.,Nepal
EVER,Abele Blanc,1992 Aut,30-Sep,,Italy,M,38,Y,.,Nepal
EVER,Giampietro Verza,1992 Aut,30-Sep,,Italy,M,35,Y,.,Nepal
EVER,Jesus Maria (Josu) Bereziartua Etxaniz,1992 Aut,1-Oct,8:50,Spain,M,32,Y,.,Nepal
EVER,Eugene Berger,1992 Aut,1-Oct,13:00,Luxembourg,M,31,Y,.,Nepal
EVER,Mikel Reparaz Chacon,1992 Aut,3-Oct,12:10,Spain,M,29,Y,.,Nepal
EVER,Juan Antonio Tomas Guiterrez,1992 Aut,3-Oct,12:10,Spain,M,36,Y,.,Nepal
EVER,Pedro Jose Tous Roldan,1992 Aut,3-Oct,12:10,Spain,M,29,Y,.,Nepal
EVER,Ralf Dujmovits,1992 Aut,4-Oct,9:07,Germany,M,30,Y,.,Nepal
EVER,"Sonam Tshering Sherpa (Beding, Dolakha)",1992 Aut,4-Oct,9:07,Nepal,M,32,Y,.,Nepal
EVER,Michel Vincent,1992 Aut,7-Oct,9:30,France,M,43,Y,.,Nepal
EVER,Pierre Aubertin,1992 Aut,9-Oct,,France,M,27,Y,.,Nepal
EVER,Thierry Defrance,1992 Aut,9-Oct,,France,M,31,Y,.,Nepal
EVER,Philippe Grenier,1992 Aut,9-Oct,,France,M,38,Y,.,Nepal
EVER,Michel Pelle,1992 Aut,9-Oct,,France,M,45,Y,.,Nepal
EVER,Alain Roussey,1992 Aut,9-Oct,,France,M,28,Y,.,Nepal
EVER,"Kaji (Pasang Kaji, Pasang Kami) Sherpa (Loding Tamakhani, Solukhumbu)",1992 Aut,9-Oct,7:30,Nepal,M,29,Y,.,Nepal
EVER,Alfonso (Poncho) De La Parra Cubells,1992 Aut,9-Oct,7:35,Mexico,M,29,Y,.,Nepal
EVER,Wallace Wayne (Wally) Berg,1992 Aut,9-Oct,8:00,USA,M,37,Y,.,Nepal
EVER,"Apa (Appa) Sherpa (Thami Og, Khumbu)",1992 Aut,9-Oct,8:00,Nepal,M,32,Y,.,Nepal
EVER,Augusto Ortega,1992 Aut,9-Oct,9:00,Peru,M,34,Y,.,Nepal
EVER,Scott C. Darsney,1992 Aut,9-Oct,12:00,USA,M,31,Y,.,Nepal
EVER,Young-Ho Heo,1993 Spr,13-Apr,13:30,S Korea,M,38,Y,.,China
EVER,"Ngati Sherpa (Phortse, Khumbu)",1993 Spr,13-Apr,13:30,Nepal,M,24,Y,.,China
EVER,"Dawa Tashi Sherpa (Beding, Dolakha)",1993 Spr,22-Apr,14:30,Nepal,M,29,Y,.,Nepal
EVER,"Lhakpa Nuru Sherpa (Kharikhola, Solukhumbu)",1993 Spr,22-Apr,14:30,Nepal,M,27,Y,.,Nepal
EVER,"Nawang Thile (Pemba Dorje) Sherpa (Beding, Dolakha)",1993 Spr,22-Apr,14:30,Nepal,M,40,Y,.,Nepal
EVER,"Pasang Lhamu Sherpa (Surke, Khumbu & Kathmandu)",1993 Spr,22-Apr,14:30,Nepal,F,30,Y,Y,Nepal
EVER,"Pemba Norbu/Nuru Sherpa (Monjo, Khumbu)",1993 Spr,22-Apr,14:30,Nepal,M,0,Y,.,Nepal
EVER,"Sonam Tshering Sherpa (Beding, Dolakha)",1993 Spr,22-Apr,14:30,Nepal,M,33,Y,Y,Nepal
EVER,Chimi (Xiao Qimi) ,1993 Spr,5-May,,China,M,29,Y,.,China
EVER,Gyatso (Xiao Jiacuo) ,1993 Spr,5-May,,China,M,32,Y,.,China
EVER,"Khetsun (Kaizun, Kai Zhong) ",1993 Spr,5-May,,China,M,27,Y,.,China
EVER,Phurbu (Pubu) ,1993 Spr,5-May,,China,M,28,Y,.,China
EVER,Yong-Feng Wang,1993 Spr,5-May,,China,M,29,Y,.,China
EVER,Chin-Hsiung Wu,1993 Spr,5-May,,Taiwan,M,0,Y,.,China
EVER,Jan Elizabeth Arnold,1993 Spr,10-May,,New Zealand,F,29,Y,.,Nepal
EVER,Jonathan Robert Gluckman,1993 Spr,10-May,,New Zealand,M,42,Y,.,Nepal
EVER,"Moti Lal Gurung (Sedua, Makalu-Barun)",1993 Spr,10-May,,Nepal,M,42,Y,.,Nepal
EVER,Eero Veikka Juhani Gustafsson,1993 Spr,10-May,,Finland,M,25,Y,.,Nepal
EVER,Robert Edwin (Rob) Hall,1993 Spr,10-May,,New Zealand,M,32,Y,.,Nepal
EVER,Alexei Mouravlev,1993 Spr,10-May,,Russia,M,31,Y,.,Nepal
EVER,"Ang Chumbi Sherpa (Khumjung, Khumbu)",1993 Spr,10-May,,Nepal,M,42,Y,.,Nepal
EVER,"Chuldim Dorje (Ang Dorje) Sherpa (Pangboche, Khumbu)",1993 Spr,10-May,,Nepal,M,28,Y,.,Nepal
EVER,"Da Nuru (Dawa Nuru/Norbu) Sherpa (Phortse, Khumbu)",1993 Spr,10-May,,Nepal,M,33,Y,.,Nepal
EVER,"Norbu/Nurbu (Nuru) Sherpa (Beding, Dolakha)",1993 Spr,10-May,,Nepal,M,25,Y,.,Nepal
EVER,"Pema Temba (Pemba Temba) Sherpa (Pangboche, Khumbu)",1993 Spr,10-May,,Nepal,M,27,Y,.,Nepal
EVER,Michael Graeme Groom,1993 Spr,10-May,10:30,Australia,M,33,No,.,Nepal
EVER,"Ang Tshering Sherpa (Khunde, Khumbu)",1993 Spr,10-May,10:40,Nepal,M,30,Y,.,Nepal
EVER,"Sonam Dendu (Sona Dendu) Sherpa (Khumjung, Khumbu)",1993 Spr,10-May,10:40,Nepal,M,32,Y,.,Nepal
EVER,Oh-Soon Choi,1993 Spr,10-May,10:45,S Korea,F,24,Y,.,Nepal
EVER,Hyung-Ok Ji,1993 Spr,10-May,10:45,S Korea,F,32,Y,.,Nepal
EVER,Soon-Joo Kim,1993 Spr,10-May,10:45,S Korea,F,22,Y,.,Nepal
EVER,"Ang Dawa Sherpa (Lumsa, Tapting, Solukhumbu)",1993 Spr,10-May,10:45,Nepal,M,28,Y,.,Nepal
EVER,"Rinzing (Ang Rinzing) Sherpa (Changba, Tapting, Solukhumbu)",1993 Spr,10-May,10:45,Nepal,M,32,Y,.,Nepal
